Date,Start_Hour,End_Hour,Source,Season,Production,Day_of_Year,Day_Name,Month_Name
10/16/2022,16,17,Wind,Fall,6721,289,Sunday,October
11/6/2020,22,23,Wind,Fall,7139,311,Friday,November
7/2/2021,23,0,Wind,Summer,1585,183,Friday,July
4/13/2022,15,16,Solar,Spring,3628,103,Wednesday,April
8/2/2025,14,15,Solar,Summer,12313,214,Saturday,August
6/25/2023,22,23,Wind,Summer,5338,176,Sunday,June
11/30/2024,7,8,Wind,Fall,3505,335,Saturday,November
10/2/2023,0,1,Wind,Fall,2764,275,Monday,October
4/14/2021,21,22,Wind,Spring,5104,104,Wednesday,April
11/7/2025,15,16,Wind,Fall,6222,311,Friday,November
2/1/2020,21,22,Wind,Winter,9608,32,Saturday,February
4/5/2020,14,15,Wind,Spring,8682,96,Sunday,April
12/27/2022,4,5,Wind,Winter,4483,361,Tuesday,December
12/28/2022,3,4,Wind,Winter,11901,362,Wednesday,December
1/6/2024,10,11,Wind,Winter,6893,6,Saturday,January
3/22/2021,11,12,Solar,Spring,6284,81,Monday,March
11/26/2022,19,20,Wind,Fall,6123,330,Saturday,November
6/9/2025,15,16,Solar,Summer,4475,160,Monday,June
11/1/2021,2,3,Wind,Fall,8845,305,Monday,November
7/18/2023,12,13,Solar,Summer,6978,199,Tuesday,July
1/22/2022,16,17,Wind,Winter,3284,22,Saturday,January
6/2/2021,3,4,Wind,Summer,4114,153,Wednesday,June
9/30/2025,19,20,Wind,Fall,2032,273,Tuesday,September
12/5/2022,15,16,Solar,Winter,2037,339,Monday,December
2/25/2022,1,2,Wind,Winter,7621,56,Friday,February
11/5/2021,6,7,Wind,Fall,2977,309,Friday,November
2/20/2025,12,13,Wind,Winter,12416,51,Thursday,February
4/30/2024,23,0,Wind,Spring,3046,121,Tuesday,April
10/4/2024,9,10,Wind,Fall,5064,278,Friday,October
4/30/2022,13,14,Solar,Spring,8450,120,Saturday,April
2/9/2020,0,1,Wind,Winter,7722,40,Sunday,February
3/9/2024,3,4,Wind,Spring,10327,69,Saturday,March
6/24/2025,13,14,Solar,Summer,6338,175,Tuesday,June
6/21/2020,7,8,Wind,Summer,2762,173,Sunday,June
4/22/2022,2,3,Wind,Spring,5531,112,Friday,April
10/26/2025,9,10,Wind,Fall,10764,299,Sunday,October
12/9/2024,2,3,Wind,Winter,13556,344,Monday,December
1/2/2024,12,13,Wind,Winter,18685,2,Tuesday,January
5/1/2023,0,1,Wind,Spring,1652,121,Monday,May
5/10/2020,8,9,Wind,Spring,2008,131,Sunday,May
11/1/2025,22,23,Wind,Fall,9691,305,Saturday,November
7/4/2023,23,0,Wind,Summer,10440,185,Tuesday,July
5/13/2023,14,15,Wind,Spring,10482,133,Saturday,May
6/25/2020,9,10,Solar,Summer,2861,177,Thursday,June
1/9/2020,12,13,Wind,Winter,12336,9,Thursday,January
8/28/2024,6,7,Wind,Summer,2229,241,Wednesday,August
2/28/2022,7,8,Wind,Winter,3898,59,Monday,February
7/13/2021,10,11,Wind,Summer,5260,194,Tuesday,July
12/5/2020,17,18,Wind,Winter,6409,340,Saturday,December
3/12/2020,7,8,Wind,Spring,8370,72,Thursday,March
4/30/2021,3,4,Wind,Spring,1412,120,Friday,April
9/18/2022,9,10,Solar,Fall,4392,261,Sunday,September
10/29/2025,9,10,Wind,Fall,7423,302,Wednesday,October
4/16/2023,23,0,Wind,Spring,3665,106,Sunday,April
5/9/2024,23,0,Wind,Spring,5021,130,Thursday,May
9/30/2020,18,19,Wind,Fall,3257,274,Wednesday,September
4/29/2022,17,18,Solar,Spring,5493,119,Friday,April
11/10/2023,9,10,Wind,Fall,15079,314,Friday,November
8/18/2025,0,1,Wind,Summer,7156,230,Monday,August
5/12/2020,7,8,Wind,Spring,4993,133,Tuesday,May
9/3/2022,1,2,Wind,Fall,1685,246,Saturday,September
8/9/2021,18,19,Wind,Summer,5509,221,Monday,August
3/13/2020,13,14,Wind,Spring,7874,73,Friday,March
5/12/2022,18,19,Wind,Spring,3488,132,Thursday,May
8/8/2024,14,15,Solar,Summer,9623,221,Thursday,August
10/30/2025,15,16,Wind,Fall,8417,303,Thursday,October
9/15/2021,23,0,Wind,Fall,1024,258,Wednesday,September
4/12/2024,14,15,Solar,Spring,4676,103,Friday,April
6/9/2020,8,9,Wind,Summer,3222,161,Tuesday,June
11/12/2021,18,19,Wind,Fall,4225,316,Friday,November
3/1/2025,4,5,Wind,Spring,6922,60,Saturday,March
5/21/2022,18,19,Solar,Spring,2628,141,Saturday,May
8/28/2025,1,2,Wind,Summer,2454,240,Thursday,August
7/27/2025,5,6,Wind,Summer,1786,208,Sunday,July
7/20/2021,16,17,Solar,Summer,5834,201,Tuesday,July
6/28/2022,6,7,Wind,Summer,1388,179,Tuesday,June
9/21/2025,4,5,Wind,Fall,5062,264,Sunday,September
11/3/2024,2,3,Wind,Fall,3552,308,Sunday,November
11/19/2024,9,10,Wind,Fall,18956,324,Tuesday,November
10/22/2024,1,2,Wind,Fall,3568,296,Tuesday,October
4/22/2020,18,19,Wind,Spring,2865,113,Wednesday,April
10/13/2023,10,11,Wind,Fall,15112,286,Friday,October
10/12/2023,12,13,Solar,Fall,8411,285,Thursday,October
5/5/2022,14,15,Solar,Spring,6026,125,Thursday,May
12/22/2020,16,17,Wind,Winter,6752,357,Tuesday,December
7/7/2024,10,11,Solar,Summer,5126,189,Sunday,July
4/28/2022,22,23,Wind,Spring,5002,118,Thursday,April
3/19/2022,21,22,Wind,Spring,9680,78,Saturday,March
2/5/2025,19,20,Wind,Winter,3259,36,Wednesday,February
3/30/2020,16,17,Wind,Spring,12305,90,Monday,March
10/6/2024,20,21,Wind,Fall,8224,280,Sunday,October
7/18/2025,23,0,Wind,Summer,3802,199,Friday,July
6/22/2021,13,14,Wind,Summer,7084,173,Tuesday,June
3/9/2025,20,21,Wind,Spring,2682,68,Sunday,March
7/6/2020,3,4,Wind,Summer,5654,188,Monday,July
1/21/2023,0,1,Wind,Winter,5918,21,Saturday,January
10/20/2025,3,4,Wind,Fall,11753,293,Monday,October
5/9/2021,14,15,Wind,Spring,11238,129,Sunday,May
9/10/2023,21,22,Wind,Fall,2358,253,Sunday,September
8/4/2024,6,7,Wind,Summer,1962,217,Sunday,August
2/20/2023,8,9,Wind,Winter,3465,51,Monday,February
10/6/2025,9,10,Solar,Fall,4871,279,Monday,October
10/31/2020,0,1,Wind,Fall,1716,305,Saturday,October
6/2/2022,3,4,Wind,Summer,4245,153,Thursday,June
7/1/2021,20,21,Wind,Summer,1001,182,Thursday,July
10/5/2024,11,12,Solar,Fall,8795,279,Saturday,October
8/21/2023,12,13,Solar,Summer,6981,233,Monday,August
10/31/2023,15,16,Wind,Fall,10888,304,Tuesday,October
12/24/2020,17,18,Wind,Winter,9299,359,Thursday,December
10/29/2024,0,1,Wind,Fall,2034,303,Tuesday,October
1/20/2020,6,7,Wind,Winter,5969,20,Monday,January
7/27/2022,2,3,Wind,Summer,2863,208,Wednesday,July
9/23/2023,22,23,Wind,Fall,1134,266,Saturday,September
5/17/2023,21,22,Wind,Spring,7154,137,Wednesday,May
5/15/2021,13,14,Wind,Spring,10329,135,Saturday,May
10/24/2021,0,1,Wind,Fall,3903,297,Sunday,October
5/23/2025,7,8,Wind,Spring,3940,143,Friday,May
7/31/2023,17,18,Wind,Summer,16164,212,Monday,July
10/11/2023,7,8,Wind,Fall,2966,284,Wednesday,October
5/1/2022,18,19,Solar,Spring,3553,121,Sunday,May
7/10/2025,7,8,Wind,Summer,2663,191,Thursday,July
1/5/2024,5,6,Wind,Winter,10179,5,Friday,January
9/8/2020,0,1,Wind,Fall,1596,252,Tuesday,September
3/23/2023,20,21,Wind,Spring,13963,82,Thursday,March
4/1/2023,2,3,Wind,Spring,16591,91,Saturday,April
2/18/2025,15,16,Wind,Winter,9155,49,Tuesday,February
10/14/2020,12,13,Wind,Fall,5761,288,Wednesday,October
8/21/2024,0,1,Wind,Summer,7150,234,Wednesday,August
11/13/2025,4,5,Wind,Fall,11401,317,Thursday,November
9/19/2022,15,16,Solar,Fall,7972,262,Monday,September
7/26/2023,22,23,Wind,Summer,2678,207,Wednesday,July
1/14/2021,7,8,Wind,Winter,7248,14,Thursday,January
12/1/2020,2,3,Wind,Winter,7535,336,Tuesday,December
2/27/2024,6,7,Wind,Winter,11867,58,Tuesday,February
1/13/2020,5,6,Wind,Winter,2719,13,Monday,January
1/7/2022,0,1,Wind,Winter,9092,7,Friday,January
10/3/2022,15,16,Solar,Fall,5116,276,Monday,October
11/15/2022,0,1,Wind,Fall,6758,319,Tuesday,November
9/1/2022,5,6,Wind,Fall,2865,244,Thursday,September
7/27/2021,2,3,Wind,Summer,1685,208,Tuesday,July
7/11/2021,13,14,Solar,Summer,5042,192,Sunday,July
3/29/2022,10,11,Solar,Spring,3254,88,Tuesday,March
4/3/2024,13,14,Wind,Spring,18128,94,Wednesday,April
4/19/2023,7,8,Wind,Spring,6823,109,Wednesday,April
10/25/2021,3,4,Wind,Fall,2690,298,Monday,October
6/18/2023,20,21,Wind,Summer,4451,169,Sunday,June
2/14/2023,21,22,Wind,Winter,4662,45,Tuesday,February
3/23/2025,22,23,Wind,Spring,1259,82,Sunday,March
6/27/2025,17,18,Solar,Summer,9125,178,Friday,June
8/28/2022,12,13,Solar,Summer,8898,240,Sunday,August
7/11/2023,5,6,Wind,Summer,1999,192,Tuesday,July
9/9/2020,8,9,Wind,Fall,1078,253,Wednesday,September
6/28/2024,18,19,Solar,Summer,4290,180,Friday,June
7/29/2020,9,10,Solar,Summer,2120,211,Wednesday,July
7/9/2023,16,17,Solar,Summer,6674,190,Sunday,July
3/16/2024,18,19,Wind,Spring,1211,76,Saturday,March
5/14/2023,10,11,Solar,Spring,6013,134,Sunday,May
6/13/2025,2,3,Wind,Summer,1801,164,Friday,June
11/9/2022,5,6,Wind,Fall,8441,313,Wednesday,November
4/6/2022,6,7,Wind,Spring,5141,96,Wednesday,April
8/8/2025,15,16,Solar,Summer,4706,220,Friday,August
10/4/2025,7,8,Wind,Fall,17338,277,Saturday,October
10/25/2020,2,3,Wind,Fall,10696,299,Sunday,October
7/18/2021,8,9,Wind,Summer,4398,199,Sunday,July
8/13/2021,18,19,Solar,Summer,2862,225,Friday,August
11/4/2023,22,23,Wind,Fall,14865,308,Saturday,November
10/27/2020,20,21,Wind,Fall,10606,301,Tuesday,October
3/5/2023,21,22,Wind,Spring,1000,64,Sunday,March
11/14/2022,0,1,Wind,Fall,3434,318,Monday,November
9/10/2020,22,23,Wind,Fall,2229,254,Thursday,September
4/20/2024,15,16,Wind,Spring,8412,111,Saturday,April
2/15/2021,11,12,Wind,Winter,12188,46,Monday,February
4/24/2024,11,12,Wind,Spring,9813,115,Wednesday,April
3/14/2023,9,10,Wind,Spring,17911,73,Tuesday,March
2/8/2022,16,17,Wind,Winter,4263,39,Tuesday,February
1/8/2025,15,16,Wind,Winter,12406,8,Wednesday,January
12/4/2023,2,3,Wind,Winter,13067,338,Monday,December
6/29/2025,21,22,Wind,Summer,2788,180,Sunday,June
11/21/2025,0,1,Wind,Fall,4327,325,Friday,November
7/18/2021,11,12,Solar,Summer,7976,199,Sunday,July
12/18/2024,5,6,Wind,Winter,13902,353,Wednesday,December
12/28/2024,11,12,Solar,Winter,4030,363,Saturday,December
8/4/2020,13,14,Solar,Summer,5530,217,Tuesday,August
9/21/2024,11,12,Solar,Fall,7327,265,Saturday,September
3/25/2020,2,3,Wind,Spring,6439,85,Wednesday,March
5/9/2021,17,18,Wind,Spring,11507,129,Sunday,May
7/30/2023,17,18,Wind,Summer,12058,211,Sunday,July
7/4/2022,13,14,Solar,Summer,5745,185,Monday,July
7/5/2021,9,10,Wind,Summer,4747,186,Monday,July
2/13/2023,13,14,Solar,Winter,6722,44,Monday,February
9/27/2020,5,6,Wind,Fall,11489,271,Sunday,September
8/26/2025,22,23,Wind,Summer,2770,238,Tuesday,August
1/28/2025,19,20,Wind,Winter,19186,28,Tuesday,January
9/5/2023,20,21,Wind,Fall,1711,248,Tuesday,September
6/6/2020,19,20,Wind,Summer,7194,158,Saturday,June
9/21/2023,0,1,Wind,Fall,11271,264,Thursday,September
1/6/2021,4,5,Wind,Winter,1309,6,Wednesday,January
6/21/2021,17,18,Solar,Summer,4642,172,Monday,June
4/30/2020,1,2,Wind,Spring,6717,121,Thursday,April
12/5/2024,6,7,Wind,Winter,11663,340,Thursday,December
8/11/2022,6,7,Wind,Summer,4434,223,Thursday,August
4/3/2023,17,18,Wind,Spring,10376,93,Monday,April
10/9/2024,2,3,Wind,Fall,11147,283,Wednesday,October
11/5/2021,14,15,Solar,Fall,3837,309,Friday,November
2/19/2020,15,16,Wind,Winter,7030,50,Wednesday,February
3/21/2024,15,16,Solar,Spring,6064,81,Thursday,March
5/4/2021,3,4,Wind,Spring,13060,124,Tuesday,May
7/20/2020,2,3,Wind,Summer,2745,202,Monday,July
4/21/2020,12,13,Wind,Spring,5274,112,Tuesday,April
9/28/2021,22,23,Wind,Fall,5083,271,Tuesday,September
11/16/2023,8,9,Wind,Fall,8890,320,Thursday,November
11/16/2023,10,11,Wind,Fall,10601,320,Thursday,November
9/5/2021,12,13,Solar,Fall,4826,248,Sunday,September
10/30/2024,10,11,Solar,Fall,4815,304,Wednesday,October
10/14/2021,7,8,Wind,Fall,1998,287,Thursday,October
11/27/2024,11,12,Wind,Fall,18995,332,Wednesday,November
7/19/2022,14,15,Solar,Summer,11456,200,Tuesday,July
3/18/2020,7,8,Wind,Spring,920,78,Wednesday,March
8/2/2020,20,21,Wind,Summer,3476,215,Sunday,August
10/8/2023,22,23,Wind,Fall,914,281,Sunday,October
1/18/2021,0,1,Wind,Winter,2046,18,Monday,January
5/1/2023,5,6,Wind,Spring,2281,121,Monday,May
3/27/2023,13,14,Solar,Spring,7984,86,Monday,March
9/12/2024,17,18,Wind,Fall,9890,256,Thursday,September
6/27/2021,11,12,Solar,Summer,2797,178,Sunday,June
4/29/2023,10,11,Solar,Spring,3294,119,Saturday,April
2/14/2020,20,21,Wind,Winter,5101,45,Friday,February
5/28/2020,20,21,Wind,Spring,4584,149,Thursday,May
10/23/2020,21,22,Wind,Fall,5272,297,Friday,October
2/9/2021,11,12,Wind,Winter,3261,40,Tuesday,February
5/18/2020,17,18,Solar,Spring,4683,139,Monday,May
2/16/2020,5,6,Wind,Winter,11933,47,Sunday,February
1/17/2021,5,6,Wind,Winter,5132,17,Sunday,January
8/22/2020,15,16,Wind,Summer,11377,235,Saturday,August
12/2/2023,15,16,Wind,Winter,3287,336,Saturday,December
11/19/2024,6,7,Wind,Fall,17507,324,Tuesday,November
1/20/2022,23,0,Wind,Winter,5476,20,Thursday,January
8/12/2021,4,5,Wind,Summer,537,224,Thursday,August
4/12/2022,23,0,Wind,Spring,2391,102,Tuesday,April
9/20/2024,1,2,Wind,Fall,6934,264,Friday,September
7/24/2020,6,7,Wind,Summer,1623,206,Friday,July
7/31/2023,8,9,Wind,Summer,10483,212,Monday,July
5/7/2021,15,16,Solar,Spring,5300,127,Friday,May
6/19/2022,15,16,Wind,Summer,12780,170,Sunday,June
4/26/2020,21,22,Wind,Spring,507,117,Sunday,April
5/2/2023,9,10,Solar,Spring,5328,122,Tuesday,May
11/6/2021,10,11,Solar,Fall,4862,310,Saturday,November
1/11/2022,9,10,Wind,Winter,3441,11,Tuesday,January
5/26/2023,12,13,Solar,Spring,12036,146,Friday,May
9/22/2024,9,10,Wind,Fall,3944,266,Sunday,September
9/4/2023,9,10,Wind,Fall,7654,247,Monday,September
5/3/2022,0,1,Wind,Spring,5334,123,Tuesday,May
6/15/2025,12,13,Solar,Summer,3841,166,Sunday,June
12/18/2021,6,7,Wind,Winter,6087,352,Saturday,December
8/2/2021,11,12,Solar,Summer,4320,214,Monday,August
8/16/2025,6,7,Wind,Summer,7143,228,Saturday,August
6/29/2025,14,15,Solar,Summer,4565,180,Sunday,June
2/21/2022,7,8,Wind,Winter,14866,52,Monday,February
6/7/2025,21,22,Wind,Summer,11062,158,Saturday,June
4/20/2025,15,16,Wind,Spring,4558,110,Sunday,April
7/23/2023,2,3,Wind,Summer,9075,204,Sunday,July
2/21/2025,15,16,Wind,Winter,15714,52,Friday,February
10/19/2022,19,20,Wind,Fall,7944,292,Wednesday,October
1/27/2024,0,1,Wind,Winter,1873,27,Saturday,January
2/11/2021,8,9,Wind,Winter,6113,42,Thursday,February
2/13/2023,21,22,Wind,Winter,2677,44,Monday,February
12/6/2024,8,9,Wind,Winter,13192,341,Friday,December
1/29/2023,5,6,Wind,Winter,1135,29,Sunday,January
4/22/2023,5,6,Wind,Spring,4828,112,Saturday,April
2/14/2025,16,17,Wind,Winter,7129,45,Friday,February
10/24/2021,23,0,Wind,Fall,3283,297,Sunday,October
9/29/2025,8,9,Wind,Fall,2578,272,Monday,September
1/20/2020,10,11,Wind,Winter,6095,20,Monday,January
1/26/2022,13,14,Solar,Winter,3768,26,Wednesday,January
4/6/2020,0,1,Wind,Spring,7724,97,Monday,April
1/31/2020,3,4,Wind,Winter,7998,31,Friday,January
8/31/2022,5,6,Wind,Summer,2234,243,Wednesday,August
4/1/2023,1,2,Wind,Spring,16915,91,Saturday,April
11/1/2022,15,16,Wind,Fall,13662,305,Tuesday,November
7/30/2024,22,23,Wind,Summer,2503,212,Tuesday,July
4/8/2025,19,20,Wind,Spring,2749,98,Tuesday,April
9/10/2024,20,21,Wind,Fall,11651,254,Tuesday,September
10/31/2020,9,10,Wind,Fall,8194,305,Saturday,October
5/7/2024,9,10,Solar,Spring,5090,128,Tuesday,May
4/19/2021,0,1,Wind,Spring,1780,109,Monday,April
3/12/2023,18,19,Wind,Spring,9795,71,Sunday,March
11/19/2023,9,10,Wind,Fall,13588,323,Sunday,November
2/14/2023,14,15,Solar,Winter,6281,45,Tuesday,February
10/8/2020,23,0,Wind,Fall,3679,282,Thursday,October
12/4/2024,18,19,Wind,Winter,3938,339,Wednesday,December
8/2/2022,5,6,Wind,Summer,1216,214,Tuesday,August
9/5/2021,2,3,Wind,Fall,570,248,Sunday,September
1/3/2024,20,21,Wind,Winter,17729,3,Wednesday,January
6/2/2023,11,12,Solar,Summer,10821,153,Friday,June
12/5/2024,14,15,Wind,Winter,16998,340,Thursday,December
5/29/2022,2,3,Wind,Spring,6015,149,Sunday,May
8/3/2023,17,18,Wind,Summer,9503,215,Thursday,August
8/31/2020,11,12,Solar,Summer,4591,244,Monday,August
1/27/2021,13,14,Wind,Winter,5439,27,Wednesday,January
8/1/2020,8,9,Wind,Summer,2389,214,Saturday,August
7/13/2021,5,6,Wind,Summer,2739,194,Tuesday,July
12/5/2021,4,5,Wind,Winter,7154,339,Sunday,December
11/4/2022,20,21,Wind,Fall,6038,308,Friday,November
10/10/2022,11,12,Solar,Fall,4346,283,Monday,October
12/8/2023,6,7,Wind,Winter,4441,342,Friday,December
11/19/2023,23,0,Wind,Fall,12031,323,Sunday,November
2/19/2024,22,23,Wind,Winter,4808,50,Monday,February
3/11/2024,18,19,Wind,Spring,6774,71,Monday,March
12/2/2022,21,22,Wind,Winter,6439,336,Friday,December
9/15/2024,13,14,Solar,Fall,6509,259,Sunday,September
5/13/2025,12,13,Solar,Spring,4040,133,Tuesday,May
8/16/2024,3,4,Wind,Summer,3495,229,Friday,August
7/4/2022,18,19,Solar,Summer,4726,185,Monday,July
12/17/2021,22,23,Wind,Winter,7175,351,Friday,December
5/3/2022,17,18,Wind,Spring,4686,123,Tuesday,May
11/1/2022,19,20,Wind,Fall,11571,305,Tuesday,November
10/23/2025,1,2,Wind,Fall,18781,296,Thursday,October
6/2/2020,7,8,Wind,Summer,1582,154,Tuesday,June
7/30/2023,6,7,Wind,Summer,5034,211,Sunday,July
10/18/2024,10,11,Wind,Fall,3726,292,Friday,October
1/24/2021,17,18,Wind,Winter,7785,24,Sunday,January
6/7/2024,18,19,Solar,Summer,3850,159,Friday,June
9/17/2022,6,7,Wind,Fall,5298,260,Saturday,September
8/1/2023,14,15,Wind,Summer,16261,213,Tuesday,August
8/9/2024,2,3,Wind,Summer,4379,222,Friday,August
4/1/2025,0,1,Wind,Spring,10918,91,Tuesday,April
10/12/2020,8,9,Wind,Fall,1885,286,Monday,October
12/29/2021,17,18,Wind,Winter,13972,363,Wednesday,December
9/20/2025,13,14,Wind,Fall,14676,263,Saturday,September
1/20/2023,11,12,Wind,Winter,5568,20,Friday,January
10/16/2025,3,4,Wind,Fall,4675,289,Thursday,October
10/24/2024,9,10,Wind,Fall,6471,298,Thursday,October
11/19/2021,20,21,Wind,Fall,1780,323,Friday,November
12/16/2021,12,13,Wind,Winter,5603,350,Thursday,December
5/8/2022,7,8,Wind,Spring,3729,128,Sunday,May
11/18/2024,8,9,Wind,Fall,8868,323,Monday,November
7/22/2024,3,4,Wind,Summer,3600,204,Monday,July
11/10/2021,9,10,Solar,Fall,1404,314,Wednesday,November
4/30/2021,21,22,Wind,Spring,1194,120,Friday,April
11/15/2024,23,0,Wind,Fall,1734,320,Friday,November
6/4/2021,5,6,Wind,Summer,1719,155,Friday,June
3/16/2020,22,23,Wind,Spring,1639,76,Monday,March
1/20/2022,20,21,Wind,Winter,5362,20,Thursday,January
3/12/2022,7,8,Wind,Spring,6226,71,Saturday,March
10/29/2025,18,19,Wind,Fall,8314,302,Wednesday,October
9/26/2021,5,6,Wind,Fall,2237,269,Sunday,September
7/8/2022,15,16,Solar,Summer,9095,189,Friday,July
12/4/2021,0,1,Wind,Winter,9482,338,Saturday,December
10/13/2023,23,0,Wind,Fall,14400,286,Friday,October
11/18/2023,22,23,Wind,Fall,12095,322,Saturday,November
11/7/2023,6,7,Wind,Fall,6851,311,Tuesday,November
9/2/2022,19,20,Wind,Fall,1443,245,Friday,September
2/23/2024,9,10,Wind,Winter,15039,54,Friday,February
9/5/2020,4,5,Wind,Fall,2634,249,Saturday,September
11/1/2025,6,7,Wind,Fall,14454,305,Saturday,November
11/18/2025,19,20,Wind,Fall,7882,322,Tuesday,November
5/27/2021,17,18,Solar,Spring,3912,147,Thursday,May
2/11/2021,15,16,Wind,Winter,8683,42,Thursday,February
8/31/2022,20,21,Wind,Summer,2951,243,Wednesday,August
6/21/2023,15,16,Solar,Summer,4753,172,Wednesday,June
8/30/2022,22,23,Wind,Summer,3271,242,Tuesday,August
10/11/2021,20,21,Wind,Fall,3153,284,Monday,October
10/7/2023,23,0,Wind,Fall,3526,280,Saturday,October
8/27/2020,23,0,Wind,Summer,7497,240,Thursday,August
7/22/2021,9,10,Solar,Summer,2992,203,Thursday,July
8/1/2024,1,2,Wind,Summer,1611,214,Thursday,August
6/1/2021,21,22,Wind,Summer,3763,152,Tuesday,June
9/21/2021,14,15,Solar,Fall,5163,264,Tuesday,September
9/9/2024,5,6,Wind,Fall,8521,253,Monday,September
1/31/2025,12,13,Wind,Winter,8937,31,Friday,January
6/3/2025,6,7,Wind,Summer,2426,154,Tuesday,June
6/25/2021,12,13,Solar,Summer,5768,176,Friday,June
6/18/2022,7,8,Wind,Summer,2323,169,Saturday,June
2/26/2023,18,19,Wind,Winter,15728,57,Sunday,February
3/11/2022,21,22,Wind,Spring,10519,70,Friday,March
6/1/2022,17,18,Solar,Summer,5214,152,Wednesday,June
6/19/2022,7,8,Wind,Summer,6948,170,Sunday,June
9/8/2022,10,11,Wind,Fall,8695,251,Thursday,September
8/2/2022,1,2,Wind,Summer,1310,214,Tuesday,August
11/26/2024,1,2,Wind,Fall,6445,331,Tuesday,November
12/13/2023,6,7,Wind,Winter,7828,347,Wednesday,December
7/12/2025,20,21,Wind,Summer,3909,193,Saturday,July
10/16/2022,18,19,Wind,Fall,4704,289,Sunday,October
4/12/2020,21,22,Wind,Spring,2322,103,Sunday,April
12/25/2023,16,17,Wind,Winter,12230,359,Monday,December
6/18/2021,17,18,Wind,Summer,9367,169,Friday,June
10/18/2023,1,2,Wind,Fall,10499,291,Wednesday,October
1/12/2022,11,12,Solar,Winter,4584,12,Wednesday,January
4/29/2023,22,23,Wind,Spring,2714,119,Saturday,April
9/21/2021,23,0,Wind,Fall,3306,264,Tuesday,September
8/8/2023,12,13,Solar,Summer,9733,220,Tuesday,August
8/1/2021,4,5,Wind,Summer,2348,213,Sunday,August
2/10/2020,21,22,Wind,Winter,12959,41,Monday,February
10/31/2020,4,5,Wind,Fall,3069,305,Saturday,October
12/31/2024,17,18,Wind,Winter,9036,366,Tuesday,December
10/28/2023,4,5,Wind,Fall,11930,301,Saturday,October
7/19/2025,1,2,Wind,Summer,4635,200,Saturday,July
9/15/2023,19,20,Wind,Fall,2659,258,Friday,September
7/12/2021,7,8,Wind,Summer,2324,193,Monday,July
11/28/2020,13,14,Wind,Fall,3710,333,Saturday,November
1/10/2023,14,15,Wind,Winter,15777,10,Tuesday,January
12/13/2021,1,2,Wind,Winter,1678,347,Monday,December
12/23/2021,13,14,Wind,Winter,8130,357,Thursday,December
12/13/2024,9,10,Wind,Winter,2960,348,Friday,December
4/19/2022,3,4,Wind,Spring,2818,109,Tuesday,April
8/30/2023,23,0,Wind,Summer,3483,242,Wednesday,August
3/14/2023,22,23,Wind,Spring,5023,73,Tuesday,March
5/6/2022,18,19,Wind,Spring,4837,126,Friday,May
3/23/2025,8,9,Wind,Spring,5996,82,Sunday,March
1/16/2022,3,4,Wind,Winter,1801,16,Sunday,January
8/26/2023,0,1,Wind,Summer,2861,238,Saturday,August
4/17/2025,3,4,Wind,Spring,2565,107,Thursday,April
4/10/2025,10,11,Solar,Spring,10273,100,Thursday,April
8/23/2021,21,22,Wind,Summer,5030,235,Monday,August
11/21/2023,15,16,Wind,Fall,7176,325,Tuesday,November
8/18/2024,19,20,Wind,Summer,5352,231,Sunday,August
11/4/2024,3,4,Wind,Fall,2776,309,Monday,November
8/7/2021,2,3,Wind,Summer,3294,219,Saturday,August
